date,implied_vol,underlying_price
2020-02-14,0.13429919417519534,337.6000061035156
2020-02-18,0.11190327819008794,336.7300109863281
2020-02-19,0.13159645255227054,338.3399963378906
2020-02-20,0.11421207602639163,336.95001220703125
2020-02-21,0.12729737456459966,333.4800109863281
2020-02-24,0.14170454199929203,322.4200134277344
2020-02-25,0.24883275206704106,312.6499938964844
2020-02-26,0.3071210974039551,311.5
2020-02-27,0.2876387327494141,297.510009765625
2020-02-28,0.4397698705973145,296.260009765625
2020-03-02,0.45367608245034186,309.0899963378906
2020-03-03,0.3144580763163086,300.239990234375
2020-03-04,0.359720432120752,312.8599853515625
2020-03-05,0.29745925124306644,302.4599914550781
2020-03-06,0.31904109175820317,297.4599914550781
2020-03-09,0.28351449187416994,274.2300109863281
2020-03-10,0.40589947875161136,288.4200134277344
2020-03-11,0.36697030242104495,274.3599853515625
2020-03-12,0.3451611822428223,248.11000061035156
2020-03-13,0.40852074797768556,269.32000732421875
2020-03-16,0.3384761923136231,239.85000610351562
2020-03-17,0.3497061270060059,252.8000030517578
2020-03-18,0.41597108061928717,240.0
2020-03-19,0.414999973136377,240.50999450683594
2020-03-20,0.3654514807047364,228.8000030517578
2020-03-23,0.41130124266762697,222.9499969482422
2020-03-24,0.4095550268473145,243.14999389648438
2020-03-25,0.3359355848612305,246.7899932861328
2020-03-26,0.33672694380898444,261.20001220703125
2020-03-27,0.2690596884073731,253.4199981689453
2020-03-30,0.33839823897500004,261.6499938964844
2020-03-31,0.267484161216211,257.75
2020-04-01,0.27358512099404303,246.14999389648438
2020-04-02,0.2519858282389161,251.8300018310547
2020-04-03,0.26799113448281253,248.19000244140625
2020-04-06,0.2561580770792481,264.8599853515625
2020-04-07,0.2596111982645508,265.1300048828125
2020-04-08,0.29103293593544927,274.0299987792969
2020-04-09,0.3222097891153809,278.20001220703125
2020-04-13,0.3254719847025391,275.6600036621094
2020-04-14,0.34077555831093753,283.7900085449219
2020-04-15,0.31406859572548834,277.760009765625
2020-04-16,0.3309800642313477,279.1000061035156
2020-04-17,0.30949877913613283,286.6400146484375
2020-04-20,0.30476367171425783,281.5899963378906
2020-04-21,0.32225316222329103,273.0400085449219
2020-04-22,0.31085799391884766,279.1000061035156
2020-04-23,0.3037349432291504,279.0799865722656
2020-04-24,0.31012032683510743,282.9700012207031
2020-04-27,0.29741767104287115,287.04998779296875
2020-04-28,0.3137347906412598,285.7300109863281
2020-04-29,0.273027316886377,293.2099914550781
2020-04-30,0.272713653403711,290.4800109863281
2020-05-01,0.2795362966837403,282.7900085449219
2020-05-04,0.26177764113564456,283.57000732421875
2020-05-05,0.24060322936196293,286.19000244140625
2020-05-06,0.2315769880594727,284.25
2020-05-07,0.23545785124916996,287.67999267578125
2020-05-08,0.2714474600138184,292.44000244140625
2020-05-11,0.2730355757059571,292.5
2020-05-12,0.26049302275795905,286.6700134277344
2020-05-13,0.2568163603128907,281.6000061035156
2020-05-14,0.276376926261377,284.9700012207031
2020-05-15,0.2291995352091309,286.2799987792969
2020-05-18,0.16749811347146,295.0
2020-05-19,0.21425999816079105,291.9700012207031
2020-05-20,0.24067301924843754,296.92999267578125
2020-05-21,0.2348878782572266,294.8800048828125
2020-05-22,0.2041920202555176,295.44000244140625
2020-05-26,0.2300957983316895,299.0799865722656
2020-05-27,0.23263039763588872,303.5299987792969
2020-05-28,0.25759499724526375,302.9700012207031
2020-05-29,0.22140074904580082,304.32000732421875
2020-06-01,0.21743329222817387,305.54998779296875
2020-06-02,0.1929569357218262,308.0799865722656
2020-06-03,0.15558217223305668,312.17999267578125
2020-06-04,0.17303670104165042,311.3599853515625
2020-06-05,0.14243643935341802,319.3399963378906
