date,event,pnl,num_expired
2024-03-18,expiry,43.0,3
2024-03-19,expiry,23.0,1
2024-03-20,expiry,16.5,1
2024-03-21,expiry,35.5,3
2024-03-22,expiry,120.5,8
2024-03-26,expiry,16.0,4
2024-03-27,expiry,63.0,3
2024-03-28,expiry,117.0,6
2024-04-01,expiry,-97.50000000000001,5
2024-04-02,expiry,-84.0,5
2024-04-03,expiry,-41.5,3
2024-04-04,expiry,1.9999999999999982,2
2024-04-05,expiry,76.0,5
2024-04-08,expiry,-6.999999999999998,2
2024-04-10,expiry,54.0,4
2024-04-11,expiry,111.5,6
2024-04-12,expiry,278.5,7
2024-04-15,expiry,-12.5,3
2024-04-16,expiry,59.5,5
2024-04-17,expiry,118.0,8
2024-04-18,expiry,85.5,5
2024-04-19,expiry,145.0,10
2024-04-22,expiry,-4.0,2
2024-04-23,expiry,77.0,4
2024-04-25,expiry,57.5,2
2024-04-26,expiry,258.0,9
2024-04-30,expiry,288.5,9
2024-05-01,expiry,133.5,6
2024-05-02,expiry,34.5,3
2024-05-03,expiry,594.0,17
2024-05-06,expiry,125.50146484375,5
2024-05-07,expiry,-50.99853515625,4
2024-05-08,expiry,-43.5,3
2024-05-09,expiry,-11.5,1
2024-05-10,expiry,-26.0,2
2024-05-13,expiry,-232.0,6
2024-05-14,expiry,-135.5,5
2024-05-15,expiry,90.0,4
2024-05-16,expiry,11.5,1
2024-05-17,expiry,10.500000000000002,1
2024-05-20,expiry,-86.5,4
2024-05-21,expiry,-65.0,3
2024-05-24,expiry,-11.5,1
2024-05-28,expiry,-42.5,2
2024-05-29,expiry,-36.5,2
2024-05-30,expiry,-13.5,1
2024-05-31,expiry,-188.5,10
2024-06-03,expiry,-41.5,2
2024-06-04,expiry,-60.0,4
2024-06-05,expiry,53.498291015625,1
2024-06-06,expiry,14.500000000000002,1
2024-06-07,expiry,50.0,6
2024-06-10,expiry,-50.5,3
2024-06-11,expiry,-59.5,3
2024-06-12,expiry,74.5,3
2024-06-14,expiry,100.5,5
2024-06-17,expiry,96.49755859375,3
2024-06-18,expiry,10.500000000000002,1
2024-06-21,expiry,-26.0,2
2024-06-24,expiry,-133.0,6
2024-06-25,expiry,-44.0,3
2024-06-26,expiry,-23.0,2
2024-06-28,expiry,-116.5,7
2024-07-01,expiry,-6.0,2
