date,event,pnl,num_expired
2022-12-01,expiry,33.5,3
2022-12-02,expiry,237.0,13
2022-12-05,expiry,141.500732421875,3
2022-12-06,expiry,-64.0,2
2022-12-07,expiry,-51.0,2
2022-12-08,expiry,-30.0,2
2022-12-09,expiry,-26.5,7
2022-12-12,expiry,-206.5,8
2022-12-13,expiry,389.5,11
2022-12-14,expiry,400.5,12
2022-12-15,expiry,125.50048828125,6
2022-12-16,expiry,265.4934082031252,17
2022-12-19,expiry,-103.0,4
2022-12-20,expiry,-18.5,3
2022-12-21,expiry,36.0,2
2022-12-22,expiry,47.0,2
2022-12-23,expiry,88.50000000000001,4
2022-12-27,expiry,-375.5,11
2022-12-28,expiry,-212.5,7
2022-12-29,expiry,-22.0,2
2022-12-30,expiry,41.5,3
2023-01-03,expiry,-212.0,11
2023-01-04,expiry,-41.5,9
2023-01-05,expiry,-4.999999999999998,2
2023-01-06,expiry,670.5,17
2023-01-09,expiry,-29.0,2
2023-01-12,expiry,847.5,13
2023-01-13,expiry,435.0,8
2023-01-17,expiry,-91.0,5
2023-01-18,expiry,17.5,3
2023-01-19,expiry,10.500000000000004,5
2023-01-20,expiry,-162.5009765625,9
2023-01-23,expiry,-65.49951171875,7
2023-01-24,expiry,-60.0,3
2023-01-25,expiry,-43.5,5
2023-01-26,expiry,36.5,5
2023-01-27,expiry,94.5,8
2023-01-30,expiry,-80.0,5
2023-01-31,expiry,-71.5,4
2023-02-01,expiry,75.0,5
2023-02-02,expiry,115.0,8
2023-02-03,expiry,676.0,20
2023-02-06,expiry,-147.5,7
2023-02-07,expiry,24.5,3
2023-02-08,expiry,-26.0,3
2023-02-09,expiry,-44.5,3
2023-02-10,expiry,-12.0,3
2023-02-13,expiry,-307.5,7
2023-02-14,expiry,230.5,10
2023-02-15,expiry,159.5,8
2023-02-16,expiry,203.0,6
2023-02-17,expiry,269.0,13
2023-02-21,expiry,-29.0,2
2023-02-22,expiry,-37.5,3
2023-02-23,expiry,10.500000000000002,1
2023-02-24,expiry,151.0,6
2023-02-27,expiry,-73.5,5
2023-02-28,expiry,-55.0,4
2023-03-01,expiry,-41.5,3
2023-03-03,expiry,22.0,3
2023-03-06,expiry,-157.5,10
2023-03-07,expiry,-12.499999999999998,4
2023-03-08,expiry,-23.0,4
2023-03-09,expiry,11.5,3
2023-03-10,expiry,-1132.9959716796875,12
2023-03-13,expiry,-21.5,1
2023-03-14,expiry,333.0,8
2023-03-15,expiry,239.0,5
2023-03-16,expiry,268.5,8
2023-03-17,expiry,555.0,15
2023-03-20,expiry,-71.0,2
2023-03-21,expiry,15.5,1
2023-03-22,expiry,642.5,9
2023-03-23,expiry,631.0,9
2023-03-24,expiry,585.5,14
2023-03-27,expiry,14.500000000000002,1
2023-03-28,expiry,53.5,3
2023-03-29,expiry,-31.0,2
2023-03-30,expiry,-11.5,1
2023-03-31,expiry,145.0,10
2023-04-03,expiry,20.001220703125,4
2023-04-04,expiry,-87.0,4
2023-04-05,expiry,-60.0,3
2023-04-06,expiry,-50.0,3
2023-04-10,expiry,-138.0,7
2023-04-11,expiry,-126.0,8
2023-04-12,expiry,23.0,2
2023-04-13,expiry,49.0,4
2023-04-14,expiry,205.5,9
2023-04-17,expiry,-84.0,5
2023-04-18,expiry,24.0,2
2023-04-19,expiry,-0.9999999999999982,2
2023-04-20,expiry,51.0,4
2023-04-21,expiry,177.0,11
2023-04-24,expiry,-40.5,2
2023-04-25,expiry,-11.5,1
2023-04-26,expiry,10.5,3
2023-04-27,expiry,61.5,5
2023-04-28,expiry,220.0,10
2023-05-01,expiry,-14.500000000000002,1
2023-05-02,expiry,-4.0,2
2023-05-03,expiry,141.0,4
2023-05-04,expiry,125.00000000000001,4
2023-05-05,expiry,386.0,8
2023-05-08,expiry,-29.0,2
2023-05-09,expiry,-23.0,2
2023-05-10,expiry,-26.0,2
2023-05-12,expiry,0.9999999999999982,2
2023-05-15,expiry,-13.5,1
2023-05-16,expiry,-32.0,2
2023-05-17,expiry,-14.500000000000002,3
2023-05-18,expiry,0.9999999999999982,2
