Model,Total Return (%),Annualized Return (%),Sharpe Ratio,Max Drawdown (%),Win Rate (%),Volatility (%),Calmar Ratio
historical,15.112625425830192,4.902721517369102,0.7474928371154675,-12.70936665506639,51.621621621621614,6.719230235475214,0.38575655659558056
vol_surface,32.873019011704955,10.14847983635856,0.5620499016084093,-34.62259879444665,50.94594594594595,21.060146533576884,0.29311721793646356
