date,equity,cash,num_positions
2023-01-20,99988.83208127874,112813.019293686,21
2023-01-23,100096.47197703505,91987.14873525707,21
2023-01-24,100106.82808147086,112830.5086362782,21
2023-01-25,100108.31878095999,91611.4484978816,21
2023-01-26,99991.17709375313,111726.83861580867,21
2023-01-27,100012.07513593073,91143.15434610262,21
2023-01-30,100145.54060106889,111958.29826150803,21
2023-01-31,100296.68192934632,90865.60998656994,21
2023-02-01,100181.26222817015,112099.93547067344,21
2023-02-02,100335.69610172763,90567.28846645831,21
2023-02-03,100575.33007176571,112487.80569851301,20
2023-02-06,100507.0638992365,90840.47235819054,20
2023-02-07,100364.29948130948,112339.86360024384,20
2023-02-08,100243.04569230431,90555.99272235241,20
2023-02-09,100334.29017381955,112098.06706190672,20
2023-02-10,100357.07657007096,90736.1610690443,20
2023-02-13,100229.27657295737,112142.85758596737,20
2023-02-14,100222.12688147833,90480.53269121761,20
2023-02-15,100184.80873341807,112128.5569106674,20
2023-02-16,100033.10401784244,90405.89068269376,20
2023-02-17,100708.67163533476,112539.86888692577,17
2023-02-20,100705.00196815706,90901.0287233482,18
2023-02-21,100950.88942866471,113798.89865804989,18
2023-02-22,100933.30614779909,91298.52269384249,20
2023-02-23,100870.05461679379,113160.80609722358,20
2023-02-24,100764.22443469273,91909.85091222332,20
2023-02-27,100726.37054720162,112035.64416752926,20
2023-02-28,100688.99751845063,91907.09881251588,20
2023-03-01,100727.66824111505,112043.19864047176,20
2023-03-02,100804.07526440638,91385.63895155687,20
2023-03-03,100685.59269257501,111830.32311037664,19
2023-03-06,100692.21461120273,91021.8765801882,19
2023-03-07,100850.70745393564,111901.44463375228,19
2023-03-08,100864.9328923358,91310.72984306292,20
2023-03-09,101056.26664761263,112092.98305316476,20
2023-03-10,100914.55159500624,92118.44462631535,20
2023-03-13,100926.35998269194,111290.04091436794,20
2023-03-14,101083.39723996524,92054.9850817469,20
2023-03-15,101142.58105238994,111603.87954816298,20
2023-03-16,101311.07728150237,92173.33969700542,20
2023-03-17,102067.31348519234,112470.19155504458,20
2023-03-20,102159.61308095409,92848.9042187797,20
2023-03-21,102027.6407965627,112644.15980016829,20
2023-03-22,101854.84306168598,92592.90397151373,20
2023-03-23,101826.23246845476,112293.76424933462,20
2023-03-24,101914.08157864153,92554.91262594372,18
2023-03-27,101892.49878792497,112477.75271381394,20
2023-03-28,101868.14415789621,92550.6313296128,20
2023-03-29,101721.67880397818,112428.6978800171,20
2023-03-30,101778.7092864894,92257.6482436721,20
2023-03-31,101803.71073791725,112661.64663172587,20
2023-04-03,101840.85386324298,92084.74076264116,20
2023-04-04,101896.08194397674,112735.92823372956,20
2023-04-05,101867.1402399314,92195.20333894303,20
2023-04-06,101825.13726375731,112678.03644828797,20
2023-04-07,101823.0807843438,92111.18583383124,20
2023-04-10,101810.47069870436,112673.91963750962,20
2023-04-11,101811.17665996289,92085.96331419141,20
2023-04-12,101851.08271217374,112675.33096245008,20
2023-04-13,101985.22962175096,92165.78371521828,20
2023-04-14,102335.53120834903,113107.73044344445,20
2023-04-17,102370.66936635147,92364.37235336687,20
2023-04-18,102361.79935404392,113177.95341674951,20
2023-04-19,102357.95697903297,92346.6060568805,20
2023-04-20,102412.69881074732,113170.2766478288,20
2023-04-21,102507.67365983545,92537.07770561954,20
2023-04-24,102494.78937338834,113263.20015522242,20
2023-04-25,102328.0250777243,92511.31929145152,20
2023-04-26,102369.22966152643,112929.70219942021,20
2023-04-27,102569.60084761339,92593.72395994449,20
2023-04-28,102513.02258957419,113368.4038827586,19
2023-05-01,102499.87122802266,92474.54972052228,20
2023-05-02,102615.20163467077,113367.10327145128,20
2023-05-03,102542.23221665803,92705.384393117,20
2023-05-04,102612.84481848785,113221.24185693987,20
2023-05-05,102799.38358724445,92846.43228376911,20
2023-05-08,102794.54318140204,113594.26504664174,20
2023-05-09,102746.95801294819,92836.75087213053,20
2023-05-10,102696.61575845923,113499.10027201282,20
2023-05-11,102676.43632954125,92736.05618352871,20
2023-05-12,102729.9415451726,113515.74461274513,19
2023-05-15,102769.07585756948,92833.06874406367,19
2023-05-16,102836.39519460684,113600.00609893136,19
2023-05-17,102959.04695761512,92978.72126908909,20
2023-05-18,102856.38498970233,113857.28458103616,20
2023-05-19,102981.93884150895,92897.86813517587,20
2023-05-22,102975.55927745433,113945.94566661752,20
2023-05-23,102855.2856099289,92885.22617737231,20
2023-05-24,102928.63146813182,113705.54366912617,20
2023-05-25,103016.07203639465,93031.67518880645,20
2023-05-26,102878.97107108828,113880.38493420428,20
2023-05-29,102876.85898832559,92757.4452245814,20
2023-05-30,102870.72399017226,113876.16070281326,20
2023-05-31,102810.0290760294,92745.17442902461,20
