date,historical_equity,vol_surface_equity
2025-05-14,112252.4254069436,138851.2564241378
2025-05-15,111611.50555620238,140836.6771773172
2025-05-16,115800.0706359729,136636.48697705765
2025-05-19,115675.76578994642,137017.6896670012
2025-05-20,115800.08117806676,138315.98295085516
2025-05-21,117729.50155270952,131308.9221029483
2025-05-22,117709.15019377129,131069.3051336839
2025-05-23,118324.95641447954,128168.74557428627
2025-05-26,118317.6962908048,128088.64489561564
2025-05-27,115629.32672390633,136405.72242141346
2025-05-28,115566.77750438433,138699.81658533425
2025-05-29,115053.90560570423,140237.37948085758
2025-05-30,114968.35770720325,141218.3487467218
2025-06-02,114175.78098180378,143453.24951639457
2025-06-03,114246.66911910339,141024.37777352065
2025-06-04,114267.4022639539,140829.63418734114
2025-06-05,114093.85221651512,142743.43964978185
2025-06-06,112635.66369433311,147024.6016110931
2025-06-09,112660.58823032834,146560.31637482397
2025-06-10,111813.36185062988,148936.5207087953
2025-06-11,111606.28578957701,150074.51957690698
2025-06-12,111025.95106488012,151725.17402632517
2025-06-13,109834.24548738002,156618.18126801902
2025-06-16,108509.50547801753,160697.77597059525
2025-06-17,107584.16716567408,164354.3646270053
2025-06-18,107580.24385486625,164201.84398385457
2025-06-19,107555.91952210138,164114.8786439752
2025-06-20,108112.3437705292,162856.44303497556
2025-06-23,109222.30304885001,158489.4683525539
2025-06-24,107836.16136748384,163076.72365812014
2025-06-25,107878.20102250823,162741.85971750016
2025-06-26,106877.17912303444,165967.9554825034
2025-06-27,107704.644210209,163688.24105430103
2025-06-30,107090.5501242134,165600.4804528497
2025-07-01,107026.95522842143,165661.2097142958
2025-07-02,106452.27626159797,167507.29544881958
2025-07-03,107437.1190786701,165144.34209499677
2025-07-04,107412.53432939168,165061.8530433081
2025-07-07,106471.92176303585,168072.90100427857
2025-07-08,106514.34765797347,167758.19645617838
2025-07-09,107221.19803111556,165239.78778665897
2025-07-10,106850.6966355061,166360.3329842763
2025-07-11,106475.13430408553,167765.92565048696
2025-07-14,106216.69714571134,168492.59186183586
2025-07-15,105667.29188690253,170201.04006014217
2025-07-16,105233.97379537151,171538.7634985728
2025-07-17,105960.3359356028,168920.28274230548
2025-07-18,106096.06004487368,168613.88544897485
2025-07-21,106305.30726300948,167736.54540571664
2025-07-22,106262.90299039157,167712.68443749787
2025-07-23,107289.84217944245,164181.3081662972
2025-07-24,107223.6364710967,164240.13944095303
2025-07-25,107838.50372807276,162498.34758518438
2025-07-28,107844.90273487395,162311.35584568273
2025-07-29,107489.62401536586,163309.14071542572
2025-07-30,107621.90371121647,162702.37956171203
2025-07-31,107212.12035477156,164481.61031439068
2025-08-01,109240.25583712195,157765.18545909802
2025-08-04,111070.91224115726,151632.69532099576
2025-08-05,111674.62805523485,149496.3265008735
2025-08-06,112595.4581860324,146359.8133528625
2025-08-07,112674.76935499079,145939.88600102975
2025-08-08,113646.00678839993,142804.2145912606
2025-08-11,113868.63800439294,141931.23378547205
2025-08-12,115174.42716859434,137754.40768211143
2025-08-13,114727.7016064591,139122.97278300393
2025-08-14,114714.14204800165,139005.2319671312
2025-08-15,115313.61055461963,138227.80881836294
2025-08-18,115260.29139244718,138232.40477787517
2025-08-19,115921.0316106966,135982.51434121875
2025-08-20,115561.70479926193,136957.07870770845
2025-08-21,116039.8394204263,135288.3670050993
2025-08-22,117967.38865442398,129199.15796251257
2025-08-25,118500.28586606208,127365.1779435947
2025-08-26,119003.80427432763,125631.73068257415
2025-08-27,118689.47463533322,126460.85755675862
2025-08-28,119114.19627554232,124975.4979221563
2025-08-29,120034.4135074178,122651.63776217814
2025-09-02,119108.95049042562,125532.99098814244
2025-09-03,118401.18299133907,127613.81619703013
2025-09-04,119433.42807756408,124229.41154842085
2025-09-05,119821.4629737691,122986.30299101945
2025-09-08,120108.57049520682,121928.09250281035
2025-09-09,119788.20567862254,122776.75534254778
2025-09-10,120132.19300376932,121541.68326073838
2025-09-11,119041.1401434289,124858.61061521457
2025-09-12,119128.03406904612,125064.2910259784
2025-09-15,118414.18983585328,127191.06052163994
2025-09-16,118209.33230460793,127672.44396251038
2025-09-17,118344.57462758088,127075.24610029475
2025-09-18,118924.10168390426,125103.43637514254
2025-09-19,118695.50266096798,126003.29943950794
2025-09-22,119286.64579945695,124016.49278121855
2025-09-23,119973.98338621148,121713.14153793768
2025-09-24,119533.13577159784,122921.91616190644
2025-09-25,120106.68445485512,120976.08310300682
2025-09-26,120940.89044168382,118657.27277039265
2025-09-29,120549.25223494964,119711.60680990189
2025-09-30,121024.58780824723,118353.53790162678
2025-10-01,120552.17734239248,119660.16080608859
2025-10-02,120677.24930905172,119112.00394677336
2025-10-03,120697.89508682981,119039.48946885858
2025-10-06,121143.34894762348,117502.85326235817
2025-10-07,121606.40512937031,115905.72362488916
2025-10-08,122364.41577995583,113412.50524582912
2025-10-09,122721.26894191338,112147.58563550725
2025-10-10,119212.09306666603,123099.03659430495
2025-10-13,117216.28632550503,129110.63090521208
2025-10-14,117030.99736082453,129522.18168964254
2025-10-15,116427.04294162725,131228.9099551665
2025-10-16,115510.4316858435,133901.40374137252
2025-10-17,114831.31770331343,136439.15103199505
2025-10-20,116162.99841955717,132128.4775978019
2025-10-21,116138.5744208509,132040.90547152265
2025-10-22,115426.15213637942,134086.21738567663
2025-10-23,114621.47242521419,136375.00844208774
2025-10-24,115786.23586254791,132936.55269356543
2025-10-27,114189.00953400217,137564.20715837076
2025-10-28,114519.83061791849,136357.34285391786
2025-10-29,114427.9475904502,136471.00465437613
2025-10-30,112914.84672753449,140894.53592241916
2025-10-31,112683.27013217835,142168.34919202025
2025-11-03,112908.0723280627,141318.77557003044
2025-11-04,114473.44181541714,136367.59520607995
2025-11-05,114906.87723520544,134887.8668032916
2025-11-06,116309.31620716833,130457.5708080235
2025-11-07,116510.69523686112,129992.81248786201
2025-11-10,114426.2088790003,136184.97365013906
2025-11-11,114706.06930683393,135170.90318812052
2025-11-12,114604.51961735048,135316.7110056358
2025-11-13,112348.52930785622,142024.27623971045
2025-11-14,112438.22851716456,142024.6787983371
2025-11-17,111181.27387906438,145716.50310577435
2025-11-18,112253.93036202445,142267.1345166997
2025-11-19,112729.23420121966,140650.74424875766
2025-11-20,114688.54864628061,134488.5225399029
2025-11-21,116075.60831150055,130536.34088115988
2025-11-24,114142.467098274,136287.19920865388
2025-11-25,115352.61758162631,132435.73711633828
2025-11-26,114410.06272738962,135159.77986643655
2025-11-28,115112.62542583019,132873.01901170495
