symbol,quantity,price,trade_type,timestamp,strike,expiry,option_type,implied_vol,delta
SPY,-1.0,0.11499999999999999,option,2020-02-14,321.0,2020-02-24,put,0.13429919417519534,-0.010612296752450123
SPY,-1.0612296752450123,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.11499999999999999,option,2020-02-14,321.0,2020-02-24,put,0.13429919417519534,-0.010612296752450123
SPY,-1.0612296752450123,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.10500000000000001,option,2020-02-14,324.0,2020-02-21,put,0.13429919417519534,-0.012520486752003679
SPY,-1.2520486752003679,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.10500000000000001,option,2020-02-14,324.0,2020-02-21,put,0.13429919417519534,-0.012520486752003679
SPY,-1.2520486752003679,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.195,option,2020-02-14,321.0,2020-02-26,put,0.13429919417519534,-0.017439837771274336
SPY,-1.7439837771274336,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.195,option,2020-02-14,321.0,2020-02-26,put,0.13429919417519534,-0.017439837771274336
SPY,-1.7439837771274336,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.135,option,2020-02-14,322.0,2020-02-24,put,0.13429919417519534,-0.01523059359130896
SPY,-1.523059359130896,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.135,option,2020-02-14,322.0,2020-02-24,put,0.13429919417519534,-0.01523059359130896
SPY,-1.523059359130896,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.225,option,2020-02-14,322.0,2020-02-26,put,0.13429919417519534,-0.023738504326173526
SPY,-2.3738504326173526,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.225,option,2020-02-14,322.0,2020-02-26,put,0.13429919417519534,-0.023738504326173526
SPY,-2.3738504326173526,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.125,option,2020-02-14,325.0,2020-02-21,put,0.13429919417519534,-0.018989793875265226
SPY,-1.8989793875265226,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.125,option,2020-02-14,325.0,2020-02-21,put,0.13429919417519534,-0.018989793875265226
SPY,-1.8989793875265226,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.255,option,2020-02-14,323.0,2020-02-26,put,0.13429919417519534,-0.03182072482478804
SPY,-3.182072482478804,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.255,option,2020-02-14,323.0,2020-02-26,put,0.13429919417519534,-0.03182072482478804
SPY,-3.182072482478804,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.305,option,2020-02-14,321.0,2020-02-28,put,0.14370737250466312,-0.033415536906634014
SPY,-3.3415536906634014,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.305,option,2020-02-14,321.0,2020-02-28,put,0.14370737250466312,-0.033415536906634014
SPY,-3.3415536906634014,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.14500000000000002,option,2020-02-14,323.0,2020-02-24,put,0.13429919417519534,-0.02145674408481868
SPY,-2.145674408481868,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.14500000000000002,option,2020-02-14,323.0,2020-02-24,put,0.13429919417519534,-0.02145674408481868
SPY,-2.145674408481868,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.14500000000000002,option,2020-02-14,326.0,2020-02-21,put,0.13429919417519534,-0.028073758593473608
SPY,-2.807375859347361,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.14500000000000002,option,2020-02-14,326.0,2020-02-21,put,0.13429919417519534,-0.028073758593473608
SPY,-2.807375859347361,337.6000061035156,stock,2020-02-14,,,,,
SPY,-1.0,0.335,option,2020-02-14,322.0,2020-02-28,put,0.14370737250466312,-0.04250822874461324
SPY,-4.250822874461324,337.6000061035156,stock,2020-02-14,,,,,
SPY,-0.6417134639989817,337.6000061035156,stock,2020-02-14,,,,,
SPY,29.36302927034553,336.7300109863281,stock,2020-02-18,,,,,
SPY,-1.0,0.10500000000000001,option,2020-02-18,327.0,2020-02-21,put,0.11190327819008794,-0.001798702404547492
SPY,-0.1798702404547492,336.7300109863281,stock,2020-02-18,,,,,
SPY,-1.0,0.10500000000000001,option,2020-02-18,327.0,2020-02-21,put,0.11190327819008794,-0.001798702404547492
SPY,-0.1798702404547492,336.7300109863281,stock,2020-02-18,,,,,
SPY,-1.0,0.135,option,2020-02-18,320.0,2020-02-26,put,0.11750924285073247,-0.0015223508034420963
SPY,-0.15223508034420963,336.7300109863281,stock,2020-02-18,,,,,
SPY,-1.0,0.135,option,2020-02-18,320.0,2020-02-26,put,0.11750924285073247,-0.0015223508034420963
SPY,-0.15223508034420963,336.7300109863281,stock,2020-02-18,,,,,
SPY,-1.0,0.10500000000000001,option,2020-02-18,327.5,2020-02-21,put,0.11190327819008794,-0.0028824683251521543
