Model,Total Return (%),Annualized Return (%),Sharpe Ratio,Max Drawdown (%),Win Rate (%),Volatility (%),Calmar Ratio
XGB,6.070154445638066,1.026587955370073,0.2614161647154721,-14.69397131782978,71.53628652214891,4.262423614479669,0.06986456779893147
GARCH,-13.730364505396098,-2.5272490312257645,-0.5596972957727824,-20.06212845238436,51.09004739336493,4.39383196854251,-0.12597113198751372
historical,-26.27940518339587,-5.14698081495466,-1.0593392673756006,-27.087755540972374,56.06469002695418,4.87389969511626,-0.1900113432125982
