date,historical_equity,GARCH_equity,XGB_equity
2021-11-22,427304.5859620889,497434.52033909835,478778.14945930045
2021-11-23,427255.01954590157,497311.6195305116,478635.2879399848
2021-11-24,427290.84998319985,497170.84816332464,478435.54842290754
2021-11-26,427269.9454780857,498595.6550872277,479998.29392383376
2021-11-29,429852.85990391637,499480.9413778532,481710.00540696376
2021-11-30,428817.5805371001,498983.6781956965,480846.57844057697
2021-12-01,427841.79975888017,498754.3805266217,480082.1355112621
2021-12-02,429422.7064503499,499294.3455492108,481206.14374653564
2021-12-03,430061.2123688332,500317.37057493365,481951.23260655697
2021-12-06,431517.8659405125,501563.39795851614,483577.60800809856
2021-12-07,431520.80350573204,501485.79065704276,483765.0188979034
2021-12-08,431544.5768997843,501628.52311747416,484006.3962359076
2021-12-09,431704.9129048349,502228.8855963042,483953.9078337776
2021-12-10,431150.64114096225,501310.3952652698,483962.40560074314
2021-12-13,432672.69822135684,503500.2475539582,484990.0229486376
2021-12-14,433384.6927595044,504415.0866726669,485153.2193798757
2021-12-15,432165.71044022375,502769.050741068,484643.4648018298
2021-12-16,433827.8972222682,504337.82141401846,485731.0791020871
2021-12-17,435664.7695304662,506019.5025368266,487325.58653910935
2021-12-20,436053.4313563977,506350.03019014205,487692.27917081065
2021-12-21,435898.6521740585,506155.2454702535,487560.079473946
2021-12-22,435680.1191782324,505856.8159119286,487409.64526454755
2021-12-23,435298.3912663701,505300.58237836557,487344.0828314139
2021-12-27,432776.2258718102,502903.4911198078,486336.6344306336
2021-12-28,432869.0737331669,502984.2169834941,486372.61430341104
2021-12-29,432340.09643668344,502104.3552165534,486328.300159298
2021-12-30,433067.6823278117,502907.24317990977,486409.9277375466
2021-12-31,433700.21498715517,503562.0111096941,486777.7154925475
2022-01-03,431947.4852726691,501847.9616213817,486583.0903003581
2022-01-04,431979.66097771464,501875.040062205,486585.1548992547
2022-01-05,436556.2646661204,506039.0709995727,487100.27502780635
2022-01-06,436599.33449728007,506077.02926443145,487341.35705562646
2022-01-07,436819.3653058812,506213.27138905186,487899.70092414704
2022-01-10,436676.4500773182,506063.97793888726,488010.5057398896
2022-01-11,436237.9494744156,505784.18198214914,487375.59742894885
2022-01-12,435993.3947613834,505643.3499094812,487189.1251560553
2022-01-13,437192.58309126453,506118.1583741899,488962.8496792827
2022-01-14,437221.17488038813,506434.7320536581,489018.555623039
2022-01-18,438143.538516191,506368.0862951303,490733.83989555726
2022-01-19,438353.32016787585,506585.9739307358,490930.85842216917
2022-01-20,437950.90370639926,505706.1166044249,490898.2173912129
2022-01-21,437874.323945616,505193.9835088748,491142.3677237445
2022-01-24,438032.1536725398,505243.5314410002,490868.1294447951
2022-01-25,438097.704825569,505191.5672071495,491337.7507950298
2022-01-26,439497.16994451213,506805.274110468,492551.00409787596
2022-01-27,440409.2999447453,508346.10298275325,493326.32309123955
2022-01-28,441613.4573191936,509655.80277132615,494120.10389110766
2022-01-31,442230.1577135171,510221.17351636424,493824.6061584603
2022-02-01,442368.89546388935,510283.2381413037,493841.22965684574
2022-02-02,442761.06317505374,511080.39516402135,494631.4871263898
2022-02-03,443544.6447684191,511399.1040846232,494808.1503869442
2022-02-04,443475.21125388594,511362.7634745738,495282.2406891867
2022-02-07,443977.0039961174,511661.8528209519,495748.7235279171
2022-02-08,443643.4722503662,510447.5059287044,495796.64998611144
2022-02-09,443158.43628842884,508552.68265406194,496072.62069244246
2022-02-10,445515.73855315277,514737.1394164008,496023.8940685727
2022-02-11,447090.93635043077,517678.7278642143,495921.12117917545
2022-02-14,447271.2515315255,516937.1126473297,496531.0434978697
2022-02-15,447096.76932794094,516756.3345619416,496565.2073234261
2022-02-16,447423.66988161614,516798.3797851322,497098.50918753503
2022-02-17,447648.20008491044,516773.9351601774,496747.26155685185
2022-02-18,448258.75424790476,517496.1847484035,497792.83152217587
2022-02-22,448878.5701305236,518011.9920349673,498240.29869898804
2022-02-23,448243.7247274782,517407.6841254891,497999.5202419903
2022-02-24,448267.4595375648,517546.36236478144,498439.8475139915
2022-02-25,448841.2394535055,518211.29192039766,498982.1036720422
2022-02-28,449233.57343379455,518625.13033544226,499087.78554146166
2022-03-01,449779.80955938913,519174.5526864821,499700.96346113464
2022-03-02,450318.827517695,519703.56083344587,500349.5378283918
2022-03-03,450655.55226049904,519984.17315397505,500636.3878113339
2022-03-04,451411.54156686936,520833.09878535575,501191.74502523604
2022-03-07,451345.64356327575,520409.02079610294,500086.36836572335
2022-03-08,452332.54860636336,521492.82678532065,501247.50309517176
2022-03-09,451703.5001713815,520761.3143111977,501401.1210475526
2022-03-10,452588.223990942,521796.3827026576,502366.9031149795
2022-03-11,453586.0083395359,522557.8363205099,503199.7837375747
2022-03-14,453854.7602479493,522781.31344819756,503708.7820588701
2022-03-15,453981.6122125182,522314.7252187885,504029.892589005
2022-03-16,454028.3354531752,522969.32446143357,505190.72927606315
2022-03-17,452073.1943972688,521280.15551677765,505370.64724153816
2022-03-18,451855.4691864318,522465.37155733316,505758.29161827324
2022-03-21,449514.2199644223,519651.4848968182,505727.92757221276
2022-03-22,447620.9161206262,519044.7811494193,505604.65459697397
2022-03-23,451151.5682306457,520442.49474408117,506339.67393692344
2022-03-24,448481.45734752633,519593.66502918187,506061.3747649802
2022-03-25,446658.9769127328,519018.5161303495,506318.5714402216
2022-03-28,443659.3246323033,517563.2549045219,505687.45696423255
2022-03-29,441031.15263317124,516515.916096119,505224.5121794359
2022-03-30,442621.8246133598,517459.75507255865,505738.54898855806
2022-03-31,446049.6923725487,519242.7335851586,507120.7740867042
2022-04-01,445581.07099216833,519156.0377109094,507342.7593225257
2022-04-04,443950.7035293438,519062.91944961104,506238.53470423736
2022-04-05,446514.9598764224,519439.3497905545,507825.4248451605
2022-04-06,447544.64376962173,519480.2100027881,508404.64192242187
2022-04-07,447045.0846883545,519626.63743714127,508066.79339975974
2022-04-08,447208.70702047995,519902.8324468866,508500.7822926245
2022-04-11,448967.5937815885,519602.20568222995,508803.3004425543
2022-04-12,449094.97459418955,519770.7773872302,509047.99807860126
2022-04-13,448777.95435381786,520476.1187153142,508979.2285484065
2022-04-14,449838.3747159039,520964.1912409158,509700.9114940625
2022-04-18,449558.8057244299,521633.16298526875,509606.29237964714
2022-04-19,448048.6972930974,521148.8724598214,509145.575906374
2022-04-20,448151.59022427385,522057.29337061115,509148.89358669263
2022-04-21,451137.7790352685,521576.57819896727,509564.26594918396
2022-04-22,452251.29440559977,518441.16940448806,505986.14964053046
2022-04-25,452166.1422071197,519431.75928433565,507097.5993002539
2022-04-26,450086.15457799804,515899.79889252246,502978.93463618425
2022-04-27,451937.0203967143,518279.96720355505,506065.4875761881
2022-04-28,451642.46051439835,517188.593668142,503052.1011673985
2022-04-29,451492.81845097186,517165.5575665317,513613.4806380042
2022-05-02,452324.4778453298,516392.58794889983,512539.4105326667
2022-05-03,452829.83706497366,517251.3345733868,512644.19239270326
2022-05-04,453505.3378421746,515541.35663968977,512844.18346963834
2022-05-05,451371.34972447716,527513.5396827965,510101.81801218423
2022-05-06,454469.4484221769,527512.5201598052,513681.2651168591
2022-05-09,458886.08886288997,529226.8827324822,517907.2637329021
2022-05-10,459085.20316313463,529374.3815614174,518233.4344174822
2022-05-11,459643.2994717231,530652.6320278565,518623.251837878
2022-05-12,459715.32526300574,530111.190602201,518764.5926193338
2022-05-13,460044.1721724528,529085.0984635133,519169.1210234991
2022-05-16,460019.06386987725,530361.36607279,519555.37489143875
2022-05-17,459218.87806276884,530132.1214539116,519494.40988501784
2022-05-18,464318.9671204164,532353.3301730053,515699.99531301315
2022-05-19,464639.21712083364,534604.9503283139,517302.94724354247
2022-05-20,464586.3436221852,534160.2067712654,518438.9090238008
2022-05-23,462074.5867061345,531345.6389924212,515146.1196728471
2022-05-24,462521.33911506983,531775.0607709147,515590.8101107665
2022-05-25,461336.49448978924,530744.0652871381,514292.49536934437
2022-05-26,459482.9099823538,529279.7950552108,512634.26451553265
2022-05-27,459430.0369883277,528996.9974873977,513058.905747593
2022-05-31,456658.3739798752,528460.4115471067,510789.6894853915
2022-06-01,456708.280553652,528726.2042165033,510736.2675891196
2022-06-02,454539.619142094,527220.2264598315,508931.7489894695
2022-06-03,457863.1482089361,530390.5776727933,512073.6055282799
2022-06-06,456391.68223104684,529470.1653626714,510773.4292209053
2022-06-07,455094.6116141345,528899.5723745661,509645.9511802899
2022-06-08,456608.87091818155,530005.0173884819,511098.9137081875
2022-06-09,460718.75161918433,530892.6604635679,514230.75217498146
2022-06-10,462080.21287607454,528995.2641559944,514478.4487600393
2022-06-13,463905.77477543923,525733.4774116483,516350.0136403998
2022-06-14,464997.35036209645,526830.3537875344,517268.7778883865
2022-06-15,465763.950462579,527835.2327871948,517878.02753324766
2022-06-16,463598.30323407456,526893.3310080776,518936.49701230973
2022-06-17,468149.92214265175,530829.1194421486,521324.973195154
2022-06-21,464122.3663838882,526535.3418581729,517316.570416474
2022-06-22,463864.3767261531,526395.8400771611,517199.7478049459
2022-06-23,462354.1995671048,524788.4254341772,515339.3083691919
2022-06-24,459956.0009395231,521225.0481357743,510834.184129153
2022-06-27,455817.3082308406,517521.4265136568,507167.92669553705
2022-06-28,458375.37028228573,519282.7164272348,508769.0497704521
2022-06-29,458301.14750390727,519180.4473873426,508816.71084794326
2022-06-30,459262.33205892437,519895.5985757706,509270.44040021044
2022-07-01,458161.64482660696,519252.0572766616,509090.8233661846
2022-07-05,457195.6912811944,518393.5052171491,508487.493783035
2022-07-06,456626.64550161455,518243.18356614053,508306.1108747999
2022-07-07,454490.0722067482,517860.09987149545,507981.9447703595
2022-07-08,454391.47232252045,518500.98945029604,508461.9424063789
2022-07-11,456640.15517192305,518922.98183665186,508583.1346121319
2022-07-12,457326.3354065235,518083.31884247507,508073.58937950234
2022-07-13,457640.44755069836,519126.52699931356,508623.19804550754
2022-07-14,457725.36682662583,520015.42768798873,509265.60603126464
2022-07-15,457171.68460541405,520215.2113052166,509000.13686528866
2022-07-18,457911.6101016655,520535.0245736151,509694.09341262013
2022-07-19,457474.2476380915,520164.78774364875,509697.10328687937
2022-07-20,455578.6589864044,520728.5541019569,509596.48354717466
2022-07-21,452208.03055933886,520927.5902239235,509539.5545629659
2022-07-22,453881.69914897025,521308.04881614423,510523.5313461354
2022-07-25,452105.85480213433,520999.9107200658,510823.1095136719
2022-07-26,453424.0905684224,520955.35069510335,510574.94686659373
2022-07-27,451586.37837029586,520770.7643462006,510364.1898082538
2022-07-28,450052.6088700652,520762.9441686817,510750.03130696877
2022-07-29,446753.62977962196,521300.1654819711,511400.4944694626
2022-08-01,445688.4555048947,521419.6405700975,510870.59457423916
2022-08-02,446171.65415735147,522065.0446070673,509983.60516390146
2022-08-03,444637.71023780014,520944.03169840726,511145.25241673127
2022-08-04,444513.65017093404,520958.52362180495,511450.60699525906
2022-08-05,444614.1748562253,521172.5013862903,511676.9449680039
2022-08-08,444161.84077023476,520793.54808353254,511886.84495440876
2022-08-09,444318.25390313525,520909.7010767899,511769.025154019
2022-08-10,443747.5325090282,520621.9886371321,512792.3155716379
2022-08-11,443665.1703735491,520587.76849121024,512919.5779507919
2022-08-12,442015.4002011613,520204.5754343928,513579.3534430467
2022-08-15,439688.901855859,518948.62087529636,513888.9996159104
2022-08-16,439255.40020539484,518667.4966625454,514029.10637221107
2022-08-17,440274.4906956024,519269.95713822264,514115.74207323964
2022-08-18,439887.2025164275,519050.36794399,514262.6305418494
2022-08-19,441690.4079577966,520035.70908165147,514017.3647160721
2022-08-22,442878.7915396283,521086.4075623563,512397.3685878152
2022-08-23,442917.1948611096,521119.2279255068,512302.4394419426
2022-08-24,442878.73765888053,521167.13164360437,513324.13958099706
2022-08-25,442649.992561007,520785.62859511864,513245.1795388116
2022-08-26,442792.9408349809,522811.94470452657,514196.08967042493
2022-08-29,443399.2561563245,523147.5966985323,514317.5318194082
2022-08-30,443625.9119323753,523253.6065717932,514677.7748240413
2022-08-31,444167.6947247436,523520.21306307736,514857.69131459924
2022-09-01,444264.8335368521,523418.57457725203,514843.5175766556
2022-09-02,445050.4624328355,524076.8469814908,515204.445364737
2022-09-06,444847.80339211866,523902.9999899025,514806.66563264094
2022-09-07,444628.2264121553,523670.6067392812,515648.1808588303
2022-09-08,444629.2574402517,523732.2278441064,516356.0961350442
2022-09-09,444996.8137639992,524099.41391690075,516671.9759453657
2022-09-12,444162.91988110094,523452.0665274224,516770.7946081695
2022-09-13,443440.68106377625,522569.0611029287,512822.71434951434
2022-09-14,444612.113704528,523533.4743661111,513853.8399817388
2022-09-15,444827.528173487,523718.5637232348,513871.7107028961
2022-09-16,445142.2468770033,524130.5700198577,514378.69769273885
2022-09-19,444165.4440186592,523366.7289948496,514694.40644693054
2022-09-20,443860.91483430826,524012.94655388,514027.39680663985
2022-09-21,444794.4835709992,525137.1916488527,513492.16123278206
2022-09-22,445581.3283961726,525417.0213606268,514205.3290669556
2022-09-23,445662.6539921325,525770.1333995921,514976.495540876
2022-09-26,445982.639662144,525794.2150655857,514090.5592108912
2022-09-27,446897.5716364482,526236.0364319119,514807.78081887495
2022-09-28,447453.50323004933,526503.0953742805,514707.52548399975
2022-09-29,446816.90520142554,526044.909216785,514212.27387057943
2022-09-30,448619.9233206119,527235.815312604,515505.35858940706
2022-10-03,448946.5289066241,527088.7765034271,515448.9366586531
2022-10-04,448228.5122284261,527191.0067123679,515561.3723838873
2022-10-05,448566.9725342152,527508.8842995717,516002.3230422457
2022-10-06,448779.79109494045,527295.3202025685,515162.72898960725
2022-10-07,449324.5700531761,527064.2330592966,513997.88846178516
2022-10-10,449201.30876019766,527274.8607485027,514465.8280708451
2022-10-11,449026.57119458745,526862.6235662769,513918.17980733444
2022-10-12,449355.1270283407,527344.248058518,514431.3133811365
2022-10-13,449261.2067556836,527267.1554971691,514638.33125312027
2022-10-14,449595.045192011,527900.1006418843,514563.195066114
2022-10-17,449617.79619960545,527956.6378729378,514883.6021919773
2022-10-18,449317.36919801706,528290.9151233323,515498.37862063333
2022-10-19,449069.98567034054,528379.8727473431,515273.8955544016
2022-10-20,449568.84016703255,528878.7271539504,515550.4582445825
2022-10-21,448543.5442318659,528425.0450120214,515705.1723080049
2022-10-24,445782.42138891097,526932.0196027497,516108.2722246472
2022-10-25,444339.9345407727,526877.8790118003,516493.97436006845
2022-10-26,444866.045915394,527211.6288014397,517012.5121371822
2022-10-27,444885.6702262391,527125.6703202396,516516.1011409703
2022-10-28,443726.2280564442,527375.3085034991,517605.95416200726
2022-10-31,443252.480787347,527232.4344538522,517825.3371444577
2022-11-01,442965.18679631467,527246.7098405485,517795.3184937373
2022-11-02,445150.1824214339,527223.5844866713,517129.38076050265
2022-11-03,445659.0801875936,527381.757698555,517403.8913045842
2022-11-04,444757.3858624419,527412.4569709676,517522.41789380705
2022-11-07,443737.8034384034,526675.8276176627,518356.9173749781
2022-11-08,443339.42524014076,526511.8081162852,518236.80073692475
2022-11-09,444748.42303411715,526248.5623265216,517598.75955427246
2022-11-10,444465.90924401395,522551.68566970807,516579.1337250073
2022-11-11,443032.3405506138,523967.14585645887,517527.750559511
2022-11-14,443241.94273744803,524528.5968230956,517890.7624827487
2022-11-15,442193.01873716037,523981.426964947,517769.3526444672
2022-11-16,442430.12681419903,524300.0720284994,518167.6377237074
2022-11-17,441842.7460135635,524579.4446920427,518222.69166933664
2022-11-18,440841.59083737124,524173.9877499041,518539.30578388553
2022-11-21,440572.49538906314,524216.5743106226,519396.10848886205
2022-11-22,438907.0914739177,523152.0970853686,519957.6463780161
2022-11-23,437393.6947456905,522080.87082534295,520461.75626419735
2022-11-25,436890.92494144174,521938.81431511336,520587.2868521924
2022-11-28,439329.0940904067,524151.4905334365,519805.98058015644
2022-11-29,439226.6403142895,523997.63982560305,519877.0179007858
2022-11-30,439309.4864519734,524001.98265496537,520394.81324404187
2022-12-01,438402.87825395836,523709.88111271145,520632.75346444134
2022-12-02,437744.9339349746,523559.0851567198,520843.2061437508
2022-12-05,441330.660386829,526193.7578863297,520030.3751661687
2022-12-06,442067.4389794343,527091.9688876881,518654.6152787865
2022-12-07,441928.2926135523,527050.3256081613,518605.01362324244
2022-12-08,441282.7063071107,526998.2363231718,519410.02501941315
2022-12-09,442046.08746135567,527091.9740640866,519192.843462839
2022-12-12,440238.25717454596,526840.7661628004,519457.62464331335
2022-12-13,441097.8026765226,527380.7197911072,520942.61858442705
2022-12-14,441679.48478833534,527650.4657413061,521341.3217984658
2022-12-15,443613.5874295378,526903.4385999213,520360.89138746203
2022-12-16,444826.01819304226,527532.2816684879,520665.3419173567
2022-12-19,445464.6525022136,528001.4872397117,521014.12833734544
2022-12-20,445364.0307239366,527871.0485589899,521555.2918653223
2022-12-21,444717.60245327733,527045.4442674613,522268.38473889045
2022-12-22,445714.6153560885,528853.9440457792,520949.9837866097
2022-12-23,445231.1031702988,528526.2324511864,521506.991038279
2022-12-27,445267.78569448064,528383.9115544198,521904.9881862134
2022-12-28,445720.27264964924,528822.4573629395,521495.3213589883
2022-12-29,445231.0232886499,528047.4321055576,521526.2962048333
2022-12-30,445148.6335244762,528208.6184305026,521797.1190403061
2023-01-03,445051.33575546136,528250.781494379,521798.1831711837
2023-01-04,444943.0487494937,528102.8148050472,522721.8997323137
2023-01-05,444935.1141100532,528003.1918500708,522240.7164533811
2023-01-06,444768.3910176871,527879.9084977986,522857.04206986283
2023-01-09,444394.5700951205,528085.7399076605,522970.85036648635
2023-01-10,444241.8964919791,528407.9852372293,523426.824936814
2023-01-11,443956.4921856643,528393.9515082152,523481.2239104478
2023-01-12,444278.90076564666,528678.6516297666,523966.4706923013
2023-01-13,443797.37914885127,528481.3216374683,524227.2602954181
2023-01-17,443820.47629504174,528532.7358580522,524287.3384282171
2023-01-18,444907.79846532544,529209.4026149294,524048.8916817033
2023-01-19,445021.8065612613,529386.3745270774,524069.48047006794
2023-01-20,444584.5253743741,528923.3431943158,524189.529461222
2023-01-23,443755.11273464566,528063.8296618704,524165.25041917886
2023-01-24,443739.4460643822,527978.8557048268,524340.8436598121
2023-01-25,443509.49794835114,527879.2443505042,524373.7074401085
2023-01-26,442681.2726037571,527306.154481527,524579.4639771141
2023-01-27,442212.64711618924,527143.5763921143,524808.0119697958
2023-01-30,443969.2558152169,528094.8972363945,524576.7115977275
2023-01-31,443503.915721774,528011.9854442088,524816.3061029648
2023-02-01,443655.4645620188,528087.3614175188,525098.9575277767
2023-02-02,443726.76651292347,528206.6811041076,525111.5644834391
2023-02-03,444115.12890506804,528618.3263151126,525419.5390560227
2023-02-06,444357.26451040036,528851.1730631011,525543.0985429153
2023-02-07,443995.829082546,528247.161947328,525746.3331711125
2023-02-08,444494.1244456098,529366.7919170992,525591.367494759
2023-02-09,444544.75903426955,529541.895782295,525287.5800688778
2023-02-10,444743.6650003891,529705.3906979338,525689.5144124784
2023-02-13,444512.8680203993,529276.1397220568,525948.5876686726
2023-02-14,444779.52341354406,529465.1945030901,526224.762061816
2023-02-15,444861.57083050703,529556.2607984373,526324.4485646335
2023-02-16,445227.596775207,529946.1882907888,526052.1425226638
2023-02-17,445548.4550137281,530290.5651971304,526494.1978438972
2023-02-21,447252.39665686275,531514.4348107822,526086.9593998329
2023-02-22,447217.0167125563,531585.9269800378,526402.6418279461
2023-02-23,447165.9335343091,531535.9146272673,526186.2049905239
2023-02-24,447309.53310017777,531861.9928004432,527127.290091358
2023-02-27,447027.6007497103,531585.5192709585,526739.037176157
2023-02-28,447071.60400244343,531661.2094926134,527020.5089574622
2023-03-01,447128.8385845781,531763.0270434371,527264.9489243332
2023-03-02,446774.4513777267,531450.8809093019,526796.406170626
2023-03-03,446056.0664696273,530770.5487281677,525672.1645177886
2023-03-06,445250.9330605577,530246.9642861595,524919.6776884173
2023-03-07,445527.82710502733,530352.2312445291,525274.8775424918
2023-03-08,445600.3557299835,530410.1328549426,525381.6670425828
2023-03-09,444099.7002258655,528711.5069406375,523520.8507089921
2023-03-10,444920.2172595669,530037.8616545274,525053.1092908231
2023-03-13,445306.43721615174,530367.609152739,525393.6756694734
2023-03-14,445754.94583657547,530820.7248451312,524921.7663372067
2023-03-15,446093.87501323957,531003.7749841119,525219.6538111975
2023-03-16,446355.53344860516,531133.632317057,525053.132092172
2023-03-17,446757.27216132835,531711.3113063273,525963.708501544
2023-03-20,447575.5836720744,532367.541859298,526033.3305274147
2023-03-21,447591.5757161413,532343.6489205856,526067.6318543545
2023-03-22,447910.1774340965,532684.1322611806,526400.0496058839
2023-03-23,448109.5231099394,532866.0350902092,526565.475672484
2023-03-24,448422.4328244009,533077.583924719,526886.6961209974
2023-03-27,448527.44089442794,532777.9164652479,527007.1212936247
2023-03-28,448623.72092097864,532963.7693931663,527144.4256883969
2023-03-29,448486.02538737265,532158.5462809001,527178.0151113406
2023-03-30,448380.7265799062,531591.3276014314,527292.2762822736
2023-03-31,448000.9008500255,530787.3631591554,527502.7848692836
2023-04-03,446896.7504388179,529518.050542075,527649.3353538678
2023-04-04,447471.1860964476,529941.2524006988,527984.0719349692
2023-04-05,447719.97719573445,530013.2150138074,528115.4560609539
2023-04-06,447293.32425604516,529656.7463375037,528033.516338918
2023-04-10,446810.18280518695,529337.6626362043,527874.4864746546
2023-04-11,446629.25474296714,529207.559797308,527782.7886903486
2023-04-12,446752.4038729516,529288.565539958,527771.443232929
2023-04-13,446296.73114155896,529183.2712539888,527655.7690923904
2023-04-14,446489.96432506986,529390.1797379252,527915.8923511135
2023-04-17,445904.52452605544,529115.5870612202,527416.9271631952
2023-04-18,445736.6934331013,529106.7951066529,527308.5892028883
2023-04-19,445704.9569328351,529099.9949013095,527293.8203250207
2023-04-20,446414.31702874776,529272.2041947711,527607.1768884013
2023-04-21,446313.00350994914,529414.7560515287,527662.0188327096
2023-04-24,446056.2031699854,529424.6056696104,527572.550547406
2023-04-25,446304.84303529334,529261.1670042276,527435.8954563693
2023-04-26,446307.8703575467,529370.4908129579,527446.3674365801
2023-04-27,446134.964082004,529004.6128193012,527117.6784458975
2023-04-28,446030.5823558313,529100.8916086154,527298.9842904186
2023-05-01,445963.74855866766,529092.056286503,527325.6191910912
2023-05-02,445876.64588108094,529655.457020924,527250.1595863992
2023-05-03,445988.4240210292,529934.3451510564,527381.4001735338
2023-05-04,446111.1723159789,530141.4705072999,527503.2923395965
2023-05-05,446402.55178380513,530008.2033119603,527736.9688627776
2023-05-08,446468.17817560234,529891.9472891744,527652.1431509296
2023-05-09,446500.7132780873,530178.1303420821,527858.310681704
2023-05-10,446589.95565325796,529761.8407067651,527779.1608368888
2023-05-11,446682.13901826617,529905.2977284074,527850.6640621524
2023-05-12,446858.9840217933,530005.9765182552,528004.8555209541
2023-05-15,446854.3427621373,529709.2699381474,527919.830981942
2023-05-16,446900.0895924297,530004.1707500473,527970.9127256265
2023-05-17,446908.21095850586,529603.4427876906,527967.605484388
2023-05-18,446933.85887418943,529128.5075227036,527985.5601811995
2023-05-19,447165.7624552576,529103.7892415192,528108.6029439318
2023-05-22,447121.17348486086,528932.373585484,528139.29747581
2023-05-23,447202.7753985118,529724.2339133149,528142.1427162815
2023-05-24,447209.6289319052,529927.2277870941,528137.0320904572
2023-05-25,447212.772629012,529784.5792740028,528228.2237765292
2023-05-26,447459.01362856064,529592.3935221503,528474.1182949882
2023-05-30,447441.2904781775,529565.9967946715,528538.620190729
2023-05-31,447501.6896377572,529607.175238677,528608.2274690529
2023-06-01,447629.3522590471,529592.7127303864,528751.5770438411
2023-06-02,447691.15502153785,529268.9973562163,528958.7837031075
2023-06-05,447739.8711866826,529329.9698591384,529016.3574947487
2023-06-06,447585.3597511742,529011.5683882965,529038.1985377375
2023-06-07,447764.9819609945,529344.025225062,529093.6977743574
2023-06-08,447546.9005194449,528591.2809104691,529151.8590031726
2023-06-09,447477.2794703853,528324.7169129689,529241.6816857909
2023-06-12,447061.7748623926,527347.60940182,529270.1949666563
2023-06-13,446874.6962358389,526621.2843274489,529306.101791421
2023-06-14,446830.61939875135,526255.3116888481,529427.284708006
2023-06-15,446614.7463277374,525026.9848316892,529542.7322575769
2023-06-16,446912.7845567166,526419.9919982678,529669.735504576
2023-06-20,447230.1336998521,526848.0939858397,529960.1874253755
2023-06-21,447432.8539252649,527330.4430052389,530067.7864280482
2023-06-22,447297.13260479347,526823.07265581,529916.4218172833
2023-06-23,447424.21218809497,527509.2559229839,530208.848945485
2023-06-26,447441.1496820029,527954.6891619557,530436.731795537
2023-06-27,447266.8532325482,527047.6668193396,529852.0196923666
2023-06-28,447251.9566767944,526947.9485114987,529788.5688853039
2023-06-29,447160.98923734727,526467.6779233912,529466.0090502445
2023-06-30,447051.9502207405,525207.8986943599,528651.9002177978
2023-07-03,446855.2474412739,524739.4517918169,528323.8582063569
2023-07-05,446873.36909597006,524807.0772080421,528330.947096183
2023-07-06,446962.248614608,525595.0810007928,528745.3338355089
2023-07-07,447103.8523162727,525563.4038924455,528769.15851078
2023-07-10,447096.3639127889,525302.6830600032,528723.1622371984
2023-07-11,447091.97928845196,524918.5364564201,528655.0005244913
2023-07-12,447121.1537839737,524223.6308695433,528516.067086379
2023-07-13,447206.5765452068,523463.745328116,528384.16692415
2023-07-14,447272.25051544356,523043.61443226424,528279.8867130501
2023-07-17,447304.23235516844,522231.7666661105,528256.2076337078
2023-07-18,447349.8863582292,521746.3772615768,528304.3483447437
2023-07-19,447391.505601524,521343.72459611855,528343.8662689112
2023-07-20,447446.5497861362,522051.13418860326,528367.2379429637
2023-07-21,447511.8917641079,521866.34090065036,528418.6195735332
2023-07-24,447514.68710355606,521284.19743148633,528431.9151681012
2023-07-25,447516.16519577784,521110.24700714427,528448.7138565534
2023-07-26,447567.93301465514,521043.3488742473,528476.9429902352
2023-07-27,447596.25438632735,521455.52152678906,528626.3432148171
2023-07-28,447625.79255764117,521124.30351795367,528536.796424721
2023-07-31,447660.8260470768,520865.0348862426,528376.4687369037
2023-08-01,447695.84500411345,521023.673165061,528552.5274042863
2023-08-02,447564.7260767133,521648.7514526209,529146.4495593915
2023-08-03,447714.58069600235,521822.5150548802,529320.9443726685
2023-08-04,447895.36609976273,521915.12742936105,529536.309963477
2023-08-07,447818.9303159086,521505.54556090495,529365.2412119238
2023-08-08,447864.3334260224,521688.70144346805,529384.4054352669
2023-08-09,447980.4955090058,521910.5320696653,529433.5829965745
2023-08-10,448161.1846129681,522005.088411886,529601.4491855446
2023-08-11,448278.67512439063,522015.5804788706,529725.9107829795
2023-08-14,448305.2654386162,521681.27015243407,529461.5861272544
2023-08-15,448311.2498325371,522253.7534776324,529806.0734314113
2023-08-16,448398.450468317,522416.3978958487,529915.1614181863
2023-08-17,448392.483777142,522507.7985850794,530145.1371829726
2023-08-18,448612.75087877095,522514.46223021596,530116.154698404
2023-08-21,448653.27443370095,522423.29675416066,529476.4336695435
2023-08-22,448684.6971732684,522413.9919399191,529674.2161268566
2023-08-23,448772.8831049069,522432.9820488425,528856.1034725255
2023-08-24,448816.6720397643,522523.04313467536,530441.9867187785
2023-08-25,448971.27217584464,522537.0502520657,530098.9704292248
2023-08-28,449013.2401280166,521837.6953584485,529340.366314692
2023-08-29,449029.3566942808,520961.8732056902,528116.0542283944
2023-08-30,449087.1315561966,520253.3297223942,527254.7087254439
2023-08-31,449141.9702085054,520066.5545295243,527157.7308707993
2023-09-01,449160.48120436195,519141.61202592234,526481.9949253842
2023-09-05,449434.61981616524,519935.06788813975,527185.8662802724
2023-09-06,449613.7047452149,520657.1936531435,527728.207095214
2023-09-07,449707.48943200684,520846.24954817083,527883.4141197468
2023-09-08,449772.9524116695,520675.2692098145,527813.340857755
2023-09-11,449668.5886202901,520209.5148160328,527537.8926295224
2023-09-12,449654.4489279033,520494.2819815061,527703.5570660377
2023-09-13,449650.4693735071,520440.1954648213,527677.1258854228
