date,event,position_key,entry_price,exit_price,quantity,pnl,num_expired
2023-03-10,expiry,SPY_429C_20230310,1.815,0.0,2.0,-363.0,
2023-03-10,expiry,SPY_428C_20230310,2.03,0.0,2.0,-405.99999999999994,
2023-03-10,expiry,SPY_427C_20230310,2.2649999999999997,0.0,2.0,-452.99999999999994,
2023-03-10,expiry,SPY_426C_20230310,2.52,0.0,2.0,-504.0,
2023-03-10,expiry,Daily Expiry PnL,,,,-2336.0,6.0
2023-03-17,expiry,SPY_434C_20230317,1.125,0.0,2.0,-225.0,
2023-03-17,expiry,SPY_433C_20230317,1.2850000000000001,0.0,2.0,-257.0,
2023-03-17,expiry,SPY_432C_20230317,1.46,0.0,2.0,-292.0,
2023-03-17,expiry,SPY_431C_20230317,1.66,0.0,2.0,-332.0,
2023-03-17,expiry,SPY_430C_20230317,1.885,0.0,2.0,-377.0,
2023-03-17,expiry,SPY_429C_20230317,2.13,0.0,2.0,-426.0,
2023-03-17,expiry,SPY_428C_20230317,2.39,0.0,2.0,-478.0,
2023-03-17,expiry,SPY_427C_20230317,2.68,0.0,1.0,-268.0,
2023-03-17,expiry,Daily Expiry PnL,,,,-2655.0,8.0
2023-03-31,expiry,SPY_414C_20230331,1.565,0.0,2.0,-313.0,
2023-03-31,expiry,Daily Expiry PnL,,,,-313.0,1.0
2023-04-06,expiry,SPY_418C_20230406,1.3450000000000002,0.0,2.0,-269.00000000000006,
2023-04-06,expiry,SPY_417C_20230406,1.505,0.0,2.0,-301.0,
2023-04-06,expiry,SPY_416C_20230406,1.69,0.0,2.0,-338.0,
2023-04-06,expiry,SPY_415C_20230406,1.895,0.0,2.0,-379.0,
2023-04-06,expiry,SPY_414C_20230406,2.11,0.0,2.0,-422.0,
2023-04-06,expiry,Daily Expiry PnL,,,,-1709.0,5.0
2023-04-28,expiry,SPY_420C_20230428,1.39,0.0,2.0,-278.0,
2023-04-28,expiry,SPY_419C_20230428,1.58,0.0,2.0,-316.0,
2023-04-28,expiry,SPY_418C_20230428,1.8,0.0,2.0,-360.0,
2023-04-28,expiry,SPY_417C_20230428,2.0300000000000002,0.0,2.0,-406.00000000000006,
2023-04-28,expiry,SPY_416C_20230428,2.29,0.0,2.0,-458.0,
2023-04-28,expiry,Daily Expiry PnL,,,,-1818.0,5.0
2023-05-12,expiry,SPY_428C_20230512,1.0750000000000002,0.0,2.0,-215.00000000000003,
2023-05-12,expiry,SPY_426C_20230512,1.42,0.0,2.0,-284.0,
2023-05-12,expiry,SPY_425C_20230512,1.62,0.0,2.0,-324.0,
2023-05-12,expiry,Daily Expiry PnL,,,,-823.0,3.0
2023-05-19,expiry,SPY_434C_20230519,0.575,0.0,2.0,-114.99999999999999,
2023-05-19,expiry,SPY_432C_20230519,0.795,0.0,2.0,-159.0,
2023-05-19,expiry,Daily Expiry PnL,,,,-274.0,2.0
2023-05-26,expiry,SPY_424C_20230526,0.84,0.0,2.0,-168.0,
2023-05-26,expiry,SPY_423C_20230526,1.0,0.0,2.0,-200.0,
2023-05-26,expiry,Daily Expiry PnL,,,,-368.0,2.0
2023-06-02,expiry,SPY_428C_20230602,0.78,0.0,2.0,-156.0,
2023-06-02,expiry,SPY_427C_20230602,0.92,0.920013427734375,2.0,0.002685546875,
2023-06-02,expiry,SPY_426C_20230602,1.09,1.920013427734375,2.0,166.00268554687497,
2023-06-02,expiry,SPY_425C_20230602,1.28,2.920013427734375,2.0,328.002685546875,
2023-06-02,expiry,SPY_424C_20230602,1.495,3.920013427734375,2.0,485.002685546875,
2023-06-02,expiry,SPY_423C_20230602,1.745,4.920013427734375,2.0,635.002685546875,
2023-06-02,expiry,Daily Expiry PnL,,,,1458.013427734375,6.0
2023-06-09,expiry,SPY_432C_20230609,0.545,0.0,2.0,-109.00000000000001,
2023-06-09,expiry,SPY_430C_20230609,0.78,0.0,2.0,-156.0,
2023-06-09,expiry,SPY_428C_20230609,1.11,1.899993896484375,2.0,157.99877929687497,
2023-06-09,expiry,Daily Expiry PnL,,,,-107.00122070312503,3.0
2023-07-07,expiry,SPY_446C_20230707,0.335,0.0,2.0,-67.0,
2023-07-07,expiry,SPY_445C_20230707,0.4,0.0,1.0,-40.0,
2023-07-07,expiry,Daily Expiry PnL,,,,-107.0,2.0
2023-07-14,expiry,SPY_458C_20230714,0.365,0.0,2.0,-73.0,
2023-07-14,expiry,SPY_456C_20230714,0.49,0.0,2.0,-98.0,
2023-07-14,expiry,SPY_455C_20230714,0.5700000000000001,0.0,2.0,-114.00000000000001,
2023-07-14,expiry,SPY_454C_20230714,0.66,0.0,2.0,-132.0,
2023-07-14,expiry,SPY_452C_20230714,0.9,0.0,2.0,-180.0,
2023-07-14,expiry,SPY_450C_20230714,1.205,0.0,2.0,-241.0,
2023-07-14,expiry,SPY_448C_20230714,1.605,1.279998779296875,2.0,-65.000244140625,
2023-07-14,expiry,SPY_446C_20230714,2.115,3.279998779296875,1.0,116.49987792968747,
2023-07-14,expiry,Daily Expiry PnL,,,,-786.5003662109375,8.0
2023-07-21,expiry,SPY_456C_20230721,0.365,0.0,2.0,-73.0,
2023-07-21,expiry,SPY_455C_20230721,0.425,0.0,2.0,-85.0,
2023-07-21,expiry,SPY_454C_20230721,0.505,0.0,2.0,-101.0,
2023-07-21,expiry,SPY_453C_20230721,0.595,0.0,2.0,-119.0,
2023-07-21,expiry,SPY_452C_20230721,0.705,0.17999267578125,2.0,-105.00146484375,
2023-07-21,expiry,SPY_451C_20230721,0.825,1.17999267578125,2.0,70.99853515625,
2023-07-21,expiry,Daily Expiry PnL,,,,-412.0029296875,6.0
2023-08-18,expiry,SPY_476C_20230818,0.575,0.0,2.0,-114.99999999999999,
2023-08-18,expiry,SPY_475C_20230818,0.665,0.0,2.0,-133.0,
2023-08-18,expiry,SPY_474C_20230818,0.765,0.0,2.0,-153.0,
2023-08-18,expiry,SPY_472C_20230818,1.025,0.0,2.0,-204.99999999999997,
2023-08-18,expiry,SPY_470C_20230818,1.355,0.0,1.0,-135.5,
2023-08-18,expiry,Daily Expiry PnL,,,,-741.5,5.0
2023-08-25,expiry,SPY_478C_20230825,0.325,0.0,2.0,-65.0,
2023-08-25,expiry,SPY_476C_20230825,0.45999999999999996,0.0,2.0,-92.0,
2023-08-25,expiry,SPY_475C_20230825,0.545,0.0,2.0,-109.00000000000001,
2023-08-25,expiry,SPY_474C_20230825,0.645,0.0,2.0,-129.0,
2023-08-25,expiry,SPY_472C_20230825,0.895,0.0,2.0,-179.0,
2023-08-25,expiry,SPY_470C_20230825,1.225,0.0,2.0,-245.00000000000003,
2023-08-25,expiry,SPY_469C_20230825,1.4249999999999998,0.0,2.0,-284.99999999999994,
2023-08-25,expiry,SPY_468C_20230825,1.6549999999999998,0.0,2.0,-330.99999999999994,
2023-08-25,expiry,SPY_467C_20230825,1.91,0.0,2.0,-382.0,
2023-08-25,expiry,Daily Expiry PnL,,,,-1817.0,9.0
2023-09-01,expiry,SPY_472C_20230901,0.6,0.0,2.0,-120.0,
2023-09-01,expiry,SPY_471C_20230901,0.705,0.0,2.0,-141.0,
2023-09-01,expiry,SPY_470C_20230901,0.8200000000000001,0.0,2.0,-164.0,
2023-09-01,expiry,SPY_469C_20230901,0.96,0.0,2.0,-192.0,
2023-09-01,expiry,SPY_468C_20230901,1.12,0.0,2.0,-224.00000000000003,
2023-09-01,expiry,SPY_467C_20230901,1.29,0.0,2.0,-258.0,
2023-09-01,expiry,Daily Expiry PnL,,,,-1099.0,6.0
2023-09-22,expiry,SPY_465C_20230922,0.41500000000000004,0.0,2.0,-83.0,
2023-09-22,expiry,SPY_464C_20230922,0.49,0.0,2.0,-98.0,
2023-09-22,expiry,SPY_463C_20230922,0.575,0.0,2.0,-114.99999999999999,
2023-09-22,expiry,SPY_462C_20230922,0.6525,0.0,4.0,-261.0,
2023-09-22,expiry,Daily Expiry PnL,,,,-557.0,4.0
2023-09-29,expiry,SPY_473C_20230929,0.33,0.0,2.0,-66.0,
2023-09-29,expiry,SPY_472C_20230929,0.385,0.0,2.0,-77.0,
2023-09-29,expiry,SPY_471C_20230929,0.445,0.0,2.0,-89.0,
2023-09-29,expiry,SPY_470C_20230929,0.52,0.0,2.0,-104.0,
2023-09-29,expiry,SPY_469C_20230929,0.605,0.0,2.0,-121.0,
2023-09-29,expiry,SPY_468C_20230929,0.705,0.0,2.0,-141.0,
2023-09-29,expiry,SPY_467C_20230929,0.8200000000000001,0.0,2.0,-164.0,
2023-09-29,expiry,SPY_466C_20230929,0.96,0.0,2.0,-192.0,
2023-09-29,expiry,SPY_465C_20230929,1.12,0.0,2.0,-224.00000000000003,
2023-09-29,expiry,SPY_464C_20230929,1.3,0.0,2.0,-260.0,
2023-09-29,expiry,Daily Expiry PnL,,,,-1438.0,10.0
2023-10-06,expiry,SPY_468C_20231006,0.275,0.0,2.0,-55.00000000000001,
