date,equity,cash,num_positions
2023-02-22,99994.70541355193,134819.5698943899,5
2023-02-23,100026.92971051525,95064.56887881353,5
2023-02-24,100467.27545424877,143576.98240882985,5
2023-02-27,100501.03970054499,90880.27641378298,5
2023-02-28,100658.31193101453,146429.87701431487,5
2023-03-01,100620.81710916686,94120.9321197661,5
2023-03-02,100336.08397877944,138535.08520804948,5
2023-03-03,100650.28314082533,82267.50996333966,5
2023-03-06,100620.43595242212,137618.47461440752,5
2023-03-07,100456.55486431973,92100.69375495263,5
2023-03-08,100501.25739195498,140113.8612897282,5
2023-03-09,100726.84313981699,114851.11102462323,5
2023-03-10,101590.38741189032,162889.46595655894,5
2023-03-13,101607.6949601411,118810.41047165074,5
2023-03-14,101124.49677259158,132741.9882161043,5
2023-03-15,101287.35731043816,129208.73974063208,5
2023-03-16,101287.92349380402,103092.13731229535,5
2023-03-17,102072.95832859052,154414.01970533867,5
2023-03-20,102300.3803427992,79624.98956723811,5
2023-03-21,101833.97031875886,139349.0576045121,5
2023-03-22,101913.57520924268,103108.67395857477,5
2023-03-23,101839.94616350865,130173.40271584135,5
2023-03-24,103026.6381107039,101261.93975762758,5
2023-03-27,102984.0828372682,125919.58421394591,5
2023-03-28,102976.05800872664,101930.70764343766,5
2023-03-29,102805.08673635754,116095.50157802175,5
2023-03-30,102834.66808654317,98913.34556946572,5
2023-03-31,102716.08666881596,112604.8825984116,5
2023-04-03,102740.06451002475,97480.70786667417,5
2023-04-04,102787.89283192773,113096.12567550255,5
2023-04-05,103020.37864963597,105367.66596174383,5
2023-04-06,102993.76459853422,111195.95734125384,5
2023-04-07,103150.6645885122,109711.26428667702,5
2023-04-10,103145.88190488836,109062.1375822029,5
2023-04-11,103144.67124616416,108912.77416405041,5
2023-04-12,103160.75106493624,108416.80082667439,5
2023-04-13,103103.17117355866,108807.71619610916,5
2023-04-14,103109.60163842968,107119.5580493358,5
2023-04-17,103102.85100354315,106282.50771883398,5
2023-04-18,103101.77601392957,106026.76517741606,5
2023-04-19,103101.8227419546,105189.08246409966,5
2023-04-20,103110.3999483431,106003.41250561753,5
2023-04-21,104121.65466531293,123605.40677627447,5
2023-04-24,104122.52802727142,102389.73464721095,5
2023-04-25,104622.73397661079,136989.4160781834,5
2023-04-26,104625.21793028913,107053.87056994012,5
2023-04-27,104384.85062181024,117785.11108653738,5
2023-04-28,104411.53818106867,102215.11457521716,5
2023-05-01,104421.7409029196,117132.83360739937,5
2023-05-02,104429.87917354125,106381.41096496946,5
2023-05-03,104528.41408514798,120125.06382495297,5
2023-05-04,104560.81955101062,110381.13345551834,5
2023-05-05,105012.17823007378,116636.75668318877,4
2023-05-08,105076.01759148148,110153.44491643748,4
2023-05-09,105136.25693155035,119982.78339697028,4
2023-05-10,105138.92022326676,110451.62889845182,5
2023-05-11,105162.23715705983,120257.22244589835,5
2023-05-12,105166.64627470037,110460.8365428116,5
2023-05-15,105139.16808354021,114209.15222211777,5
2023-05-16,105192.75662618442,114347.25225394839,5
2023-05-17,105190.79693576401,106475.56760092272,5
2023-05-18,105148.16693933489,110758.22050260197,5
2023-05-19,105346.8003396986,108705.1267989721,5
2023-05-22,105345.78346873392,108874.81445120275,5
2023-05-23,105426.21862889836,113620.69736901889,5
2023-05-24,105479.55358684724,113857.28509528642,5
2023-05-25,105481.51292932016,106230.47467468832,5
2023-05-26,105448.70524451882,109058.67062037511,5
2023-05-29,105448.33327961348,105338.64960221655,5
2023-05-30,105447.10833108179,108816.50412133365,5
2023-05-31,105442.43970354952,105726.59523722368,5
2023-06-01,105429.49925583533,107847.90431593124,5
2023-06-02,105766.28169628522,115293.39453132116,5
2023-06-05,105765.45474738757,106543.43446708008,5
2023-06-06,105746.14974003583,114995.2623556567,5
2023-06-07,105741.76267936114,105503.90035628549,5
2023-06-08,105686.80720818258,115415.58456211025,5
2023-06-09,105926.95672298512,107251.37676643884,5
2023-06-12,105838.54070049246,116142.72877386841,5
2023-06-13,105816.608755446,109634.26308939284,5
2023-06-14,105803.98769034099,116413.6006690315,5
2023-06-15,105679.80356828551,116389.01741828679,5
2023-06-16,106290.63562601715,117477.17908154229,5
2023-06-19,106290.26613237086,113781.87312495596,5
2023-06-20,106335.14143913766,115108.73367972084,5
2023-06-21,106364.1736084465,112201.31206564339,5
2023-06-22,106336.11991623929,114223.18373472166,5
2023-06-23,106424.60444005643,112271.87409723386,5
2023-06-26,106443.64007483191,111235.39374999069,5
2023-06-27,106426.97898014971,108060.58074694162,5
2023-06-28,106425.33424528845,109523.98950954068,5
2023-06-29,106425.90797191905,106324.78687802734,5
2023-06-30,106389.4938318647,112866.32953391095,5
2023-07-03,106391.4850509034,104221.10911050224,5
2023-07-05,106399.4051015032,112593.66365819504,5
2023-07-06,106398.97118657592,106732.7450545559,5
2023-07-07,106452.60687616291,114434.33912004303,5
2023-07-10,106460.13713033321,103363.5685532318,5
2023-07-11,106423.5408915833,112388.42890521183,5
2023-07-12,106460.73760994106,101994.78179744215,5
2023-07-13,106419.30276424134,111880.22949070942,5
2023-07-14,106564.41472919866,105578.10172234607,5
2023-07-17,106553.28355560006,109981.91461489882,5
2023-07-18,106570.06949205976,104559.7455953377,5
2023-07-19,106563.13064031917,109793.49031238741,5
2023-07-20,106549.72643562744,104954.19855987049,5
2023-07-21,106597.19828246503,110278.20203082426,5
