date,underlying_price,historical_iv,GARCH_iv,XGB_iv,vix_close,vix_decimal,vrp_adjustment
2020-02-14,337.6000061035156,0.1437626039676959,0.1808559077801669,0.1351660917858489,13.68000030517578,0.1368000030517578,0.023692563346742863
2020-02-18,336.7300109863281,0.1406719996538794,0.1761012742053599,0.1351660917858489,14.829999923706056,0.1482999992370605,0.023692563346742863
2020-02-19,338.3399963378906,0.1410951318384671,0.1715246184900718,0.1351660917858489,14.380000114440918,0.1438000011444092,0.023692563346742863
2020-02-20,336.95001220703125,0.1503763658876202,0.1777913647255468,0.1447502582919611,15.5600004196167,0.1556000041961669,0.033175124726770824
2020-02-21,333.4800109863281,0.1510022597318652,0.1751842314746883,0.1462201851260676,17.079999923706055,0.1707999992370605,0.033175124726770824
2020-02-24,322.4200134277344,0.1822896778638067,0.2011812205188464,0.1776166873896186,25.030000686645508,0.2503000068664551,0.06079930839181591
2020-02-25,312.6499938964844,0.2189896405967053,0.2089263662649147,0.1785989242518012,27.850000381469727,0.2785000038146972,0.06079930839181591
2020-02-26,311.5,0.2409285569607026,0.2854735050680199,0.1805670600855415,27.559999465942383,0.2755999946594238,0.06079930839181591
2020-02-27,297.510009765625,0.241027855940406,0.3266905809344671,0.1779977470362251,39.15999984741211,0.3915999984741211,0.06079930839181591
2020-02-28,296.260009765625,0.282665973784412,0.3169050629556496,0.260581565471894,40.11000061035156,0.4011000061035156,0.06079930839181591
2020-03-02,309.0899963378906,0.2797905678179972,0.3989836002319438,0.2528579669916694,33.41999816894531,0.3341999816894531,0.06079930839181591
2020-03-03,300.239990234375,0.3182196392219461,0.3841280818220539,0.255668349834687,36.81999969482422,0.3681999969482422,0.06079930839181591
2020-03-04,312.8599853515625,0.3298689048163537,0.4332673028119961,0.2567970806086128,31.989999771118164,0.3198999977111816,0.06079930839181591
2020-03-05,302.4599914550781,0.3602005606601857,0.44568878198055,0.2538414913141792,39.619998931884766,0.3961999893188476,0.06079930839181591
2020-03-06,297.4599914550781,0.3743134938898864,0.4796572389612217,0.2477502399408881,41.93999862670898,0.4193999862670898,0.06079930839181591
2020-03-09,274.2300109863281,0.3764126308725629,0.4941191667481264,0.2659955745661323,54.459999084472656,0.5445999908447265,0.06079930839181591
2020-03-10,288.4200134277344,0.4499042247373065,0.4833854240690448,0.3358680492365424,47.29999923706055,0.4729999923706054,0.06079930839181591
2020-03-11,274.3599853515625,0.4814413228345057,0.6421904737900929,0.4009104305231635,53.900001525878906,0.539000015258789,0.06079930839181591
2020-03-12,248.1100006103516,0.5022098147125389,0.6671303233978828,0.4457416301691597,75.47000122070312,0.7547000122070312,0.06079930839181591
2020-03-13,269.32000732421875,0.5815650094959655,0.6938440333737502,0.4827964549982612,57.83000183105469,0.5783000183105469,0.06079930839181591
2020-03-16,239.8500061035156,0.6464042745091572,0.8586374036710439,0.4503589015924995,82.69000244140625,0.8269000244140625,0.06079930839181591
2020-03-17,252.8000030517578,0.7278700724341911,0.927953413689414,0.4737582546198433,75.91000366210938,0.7591000366210937,0.06079930839181591
2020-03-18,240.0,0.7495488253667806,1.0804776485003873,0.4654035335505073,76.44999694824219,0.7644999694824218,0.06079930839181591
2020-03-19,240.50999450683597,0.7578338180144922,1.0585102636402928,0.4737582546198433,72.0,0.72,0.06079930839181591
2020-03-20,228.8000030517578,0.7576096132081198,1.0388111508364577,0.4703608089411323,66.04000091552734,0.6604000091552734,0.06079930839181591
2020-03-23,222.9499969482422,0.7664979982598537,0.9819528021824484,0.4737582546198433,61.59000015258789,0.6159000015258789,0.06079930839181591
2020-03-24,243.1499938964844,0.764709377821252,0.96726004766845,0.4703608089411323,61.66999816894531,0.6166999816894532,0.06079930839181591
2020-03-25,246.7899932861328,0.8239195023746896,0.9275473308838792,0.4681881862604682,63.95000076293945,0.6395000076293945,0.06079930839181591
2020-03-26,261.20001220703125,0.8260630128069624,0.9919882967394168,0.4530273204767768,61.0,0.61,0.06079930839181591
2020-03-27,253.4199981689453,0.8512355223540536,0.9412461893494578,0.445252090069062,65.54000091552734,0.6554000091552734,0.06079930839181591
2020-03-30,261.6499938964844,0.8530379432867425,0.9397490356036874,0.3593773036921088,57.08000183105469,0.5708000183105468,0.06079930839181591
2020-03-31,257.75,0.8623936277713607,0.9040129751276498,0.3543824153864448,53.540000915527344,0.5354000091552734,0.06079930839181591
2020-04-01,246.1499938964844,0.861523068290941,0.8710047433559449,0.3544756847345893,57.060001373291016,0.5706000137329101,0.06079930839181591
2020-04-02,251.8300018310547,0.8685517640807155,0.82874123025013,0.4688009792292182,50.90999984741211,0.5090999984741211,0.06079930839181591
2020-04-03,248.19000244140625,0.8746210449870641,0.8238794617718388,0.4464084392511909,46.79999923706055,0.4679999923706054,0.06079930839181591
