date,implied_vol,underlying_price
2023-12-12,0.092,464.1000061035156
2023-12-13,0.0020119189992342757,470.5
2023-12-14,0.0943322947638992,472.010009765625
2023-12-15,0.092,469.3299865722656
2023-12-18,0.11306676751090973,471.9700012207031
2023-12-19,0.1045136987018244,474.8399963378906
2023-12-20,0.09937530945028429,468.260009765625
2023-12-21,0.14837424717148928,472.70001220703125
2023-12-22,0.14791715635076433,473.6499938964844
2023-12-26,0.14030947105397468,475.6499938964844
2023-12-27,0.13294091259601717,476.510009765625
2023-12-28,0.13177917633413508,476.69000244140625
2023-12-29,0.11758725850261274,475.30999755859375
2024-01-02,0.11514714924260845,472.6499938964844
2024-01-03,0.11702751693762414,468.7900085449219
2024-01-04,0.12429774150529556,467.2799987792969
2024-01-05,0.11906464695314017,467.9200134277344
2024-01-08,0.11513929376808658,474.6000061035156
2024-01-09,0.13243386951807665,473.8800048828125
2024-01-10,0.1395622881096223,476.55999755859375
2024-01-11,0.12278419324799812,476.3500061035156
2024-01-12,0.11813993373113242,476.67999267578125
2024-01-16,0.11508144619846232,474.92999267578125
2024-01-17,0.11411837785233574,472.2900085449219
2024-01-18,0.11445611623726666,476.489990234375
2024-01-19,0.11568049420275005,482.42999267578125
2024-01-22,0.1242991535823522,483.45001220703125
2024-01-23,0.11810477513681085,484.8599853515625
2024-01-24,0.11570964323125112,485.3900146484375
2024-01-25,0.11362100501964395,488.0299987792969
2024-01-26,0.11234678115841615,487.4100036621094
2024-01-29,0.10948949356352128,491.2699890136719
2024-01-30,0.10948622970154981,490.8900146484375
2024-01-31,0.10832700167023225,482.8800048828125
2024-02-01,0.1293760527437254,489.20001220703125
2024-02-02,0.135576320564493,494.3500061035156
2024-02-05,0.13734064170214058,492.54998779296875
2024-02-06,0.136107603510259,493.9800109863281
2024-02-07,0.1330572655445482,498.1000061035156
2024-02-08,0.1326803894282874,498.32000732421875
2024-02-09,0.12967612074391988,501.20001220703125
2024-02-12,0.11907007325990943,500.9800109863281
2024-02-13,0.11794247287113092,494.0799865722656
2024-02-14,0.13731143879477872,498.57000732421875
2024-02-15,0.13763946367488564,502.010009765625
2024-02-16,0.1363217396781405,499.510009765625
2024-02-20,0.13612545120556344,496.760009765625
2024-02-21,0.13618170726475695,497.2099914550781
2024-02-22,0.13349129140171268,507.5
2024-02-23,0.14826744034315298,507.8500061035156
2024-02-26,0.14598086123117665,505.989990234375
2024-02-27,0.14497742550699444,506.92999267578125
2024-02-28,0.14260973550973147,506.260009765625
2024-02-29,0.14066544383999016,508.0799865722656
2024-03-01,0.1383095398444312,512.8499755859375
2024-03-04,0.13870443795814472,512.2999877929688
2024-03-05,0.1443967519177227,507.17999267578125
2024-03-06,0.14076687144444439,509.75
2024-03-07,0.13900676540225437,514.8099975585938
2024-03-08,0.13970768985013426,511.7200012207031
2024-03-11,0.14012246898544126,511.2799987792969
2024-03-12,0.14430648763129056,516.780029296875
2024-03-13,0.1394829015580695,515.969970703125
2024-03-14,0.14035942271980084,514.9500122070312
2024-03-15,0.13505695592788547,509.8299865722656
2024-03-18,0.1484178265591193,512.8599853515625
2024-03-19,0.1410146795710204,515.7100219726562
2024-03-20,0.1358902486401478,520.47998046875
2024-03-21,0.1361673194523236,522.2000122070312
2024-03-22,0.13193352101943093,521.2100219726562
2024-03-25,0.12980299238171017,519.77001953125
2024-03-26,0.12844323308546954,518.8099975585938
2024-03-27,0.12704710914672773,523.1699829101562
2024-03-28,0.12694635969737567,523.0700073242188
2024-04-01,0.12556647034358445,522.1599731445312
2024-04-02,0.12458644235575025,518.8400268554688
2024-04-03,0.12500641517379993,519.4099731445312
2024-04-04,0.12383782041194387,513.0700073242188
2024-04-05,0.12768799574259035,518.4299926757812
2024-04-08,0.1289359010620456,518.719970703125
2024-04-09,0.12721786372249905,519.3200073242188
2024-04-10,0.12588307974301502,514.1199951171875
2024-04-11,0.12823564651956365,518.0
2024-04-12,0.12791902951763537,510.8500061035156
2024-04-15,0.1426820270230658,504.45001220703125
2024-04-16,0.14284122792675527,503.5299987792969
2024-04-17,0.14138957646514566,500.54998779296875
2024-04-18,0.141096757570698,499.5199890136719
2024-04-19,0.14422254969454606,495.1600036621094
2024-04-22,0.14070022777737207,499.7200012207031
2024-04-23,0.1414323131934511,505.6499938964844
2024-04-24,0.14357665773357992,505.4100036621094
2024-04-25,0.14207426680935584,503.489990234375
2024-04-26,0.14613850322750846,508.260009765625
2024-04-29,0.14182470755910329,510.05999755859375
2024-04-30,0.14089802563328752,501.9800109863281
2024-05-01,0.1467469660634255,500.3500061035156
2024-05-02,0.1456723400522699,505.0299987792969
2024-05-03,0.14627215136129712,511.2900085449219
2024-05-06,0.14833368666582175,516.5700073242188
2024-05-07,0.14917857873940696,517.1400146484375
2024-05-08,0.14782624141703257,517.1900024414062
2024-05-09,0.1464738604967068,520.1699829101562
2024-05-10,0.14570356714245228,520.8400268554688
2024-05-13,0.1471287467398709,520.9099731445312
2024-05-14,0.14153279901442886,523.2999877929688
2024-05-15,0.13840970961807966,529.780029296875
2024-05-16,0.14311440286352756,528.6900024414062
2024-05-17,0.1397070041533531,529.4500122070312
2024-05-20,0.13666237787366434,530.0599975585938
2024-05-21,0.13444946371975444,531.3599853515625
2024-05-22,0.13282224049370003,529.8300170898438
2024-05-23,0.13186092120712353,525.9600219726562
2024-05-24,0.1323272930185092,529.4400024414062
2024-05-28,0.1317955492094824,529.8099975585938
2024-05-29,0.1306545073429891,526.0999755859375
2024-05-30,0.13093409254167676,522.6099853515625
2024-05-31,0.13105543706678247,527.3699951171875
2024-06-03,0.1313713432422541,527.7999877929688
2024-06-04,0.13033375293606717,528.3900146484375
2024-06-05,0.1294267491190917,534.6699829101562
2024-06-06,0.13061028960371268,534.6599731445312
2024-06-07,0.12971931933698874,534.010009765625
2024-06-10,0.12897285426206795,535.6599731445312
2024-06-11,0.12827178487204807,536.9500122070312
2024-06-12,0.12757615430940222,541.3599853515625
2024-06-13,0.127587906084978,542.4500122070312
2024-06-14,0.1269275059397999,542.780029296875
2024-06-17,0.12629097307063716,547.0999755859375
2024-06-18,0.12625657912076876,548.489990234375
2024-06-20,0.12566752379974147,547.0
2024-06-21,0.12527444136850585,544.510009765625
2024-06-24,0.1250962396560342,542.739990234375
2024-06-25,0.12476677908540139,544.8300170898438
2024-06-26,0.1243046765308067,545.510009765625
2024-06-27,0.12376809789413154,546.3699951171875
2024-06-28,0.12324263076690718,544.219970703125
2024-07-01,0.12302388285557511,545.3400268554688
2024-07-02,0.122203471030379,549.010009765625
2024-07-03,0.12193457404479857,551.4600219726562
2024-07-05,0.1212435647947218,554.6400146484375
2024-07-08,0.1206381741658864,555.280029296875
2024-07-09,0.11909007287926211,555.8200073242188
2024-07-10,0.11624261313975848,561.3200073242188
2024-07-11,0.11895895511738738,556.47998046875
2024-07-12,0.12104485737881808,559.989990234375
2024-07-15,0.12086813156442518,561.530029296875
2024-07-16,0.12003351003485485,564.8599853515625
2024-07-17,0.11944810666646417,556.9400024414062
2024-07-18,0.12267100441235987,552.6599731445312
2024-07-19,0.12306886833348561,548.989990234375
2024-07-22,0.12322065356979882,554.6500244140625
2024-07-23,0.12359378587082906,553.780029296875
2024-07-24,0.12321183721162222,541.22998046875
2024-07-25,0.1291157597937271,538.4099731445312
2024-07-26,0.12888196189359136,544.4400024414062
2024-07-29,0.12968048066308555,544.760009765625
2024-07-30,0.1284859635817418,542.0
2024-07-31,0.1281262204272095,550.8099975585938
2024-08-01,0.13096744784369066,543.010009765625
2024-08-02,0.13500667410060732,532.9000244140625
2024-08-05,0.14481247512445025,517.3800048828125
2024-08-06,0.18163656629956773,522.1500244140625
2024-08-07,0.19609508920664817,518.6599731445312
2024-08-08,0.1842912813703513,530.6500244140625
2024-08-09,0.19513069367737731,532.989990234375
2024-08-12,0.1923293223913178,533.27001953125
2024-08-13,0.17668826241379104,542.0399780273438
2024-08-14,0.17618416951429586,543.75
2024-08-15,0.1689123597303928,553.0700073242188
2024-08-16,0.1715348794171208,554.3099975585938
2024-08-19,0.1660376996297511,559.6099853515625
2024-08-20,0.1596666508754786,558.7000122070312
2024-08-21,0.15330168499699043,560.6199951171875
2024-08-22,0.14762011937226688,556.219970703125
2024-08-23,0.14669653333319332,562.1300048828125
2024-08-26,0.146807565026242,560.7899780273438
2024-08-27,0.14486135456051505,561.5599975585938
2024-08-28,0.14250248742439256,558.2999877929688
2024-08-29,0.14179509316510636,558.3499755859375
2024-08-30,0.14069607465691708,563.6799926757812
2024-09-03,0.1406645868511806,552.0800170898438
2024-09-04,0.1504277292583502,550.9500122070312
2024-09-05,0.1558739425078297,549.6099853515625
2024-09-06,0.15195712028502087,540.3599853515625
2024-09-09,0.15740669791717277,546.4099731445312
